date,primary_market,secondary_market,price
2024-02-29,54.9,,54.9
2024-03-01,53.6,,53.6
2024-03-04,51.76,58.87,51.76
2024-03-05,59.14,,59.14
2024-03-07,56.94,,56.94
2024-03-08,57.1,,57.1
2024-03-11,54.43,57.32,54.43
2024-03-12,54.21,,54.21
2024-03-13,54.92,,54.92
2024-03-14,54.25,,54.25
2024-03-15,57.75,,57.75
2024-03-18,59.42,60.69,59.42
2024-03-19,59.0,,59.0
2024-03-20,57.9,,57.9
2024-03-21,58.0,,58.0
2024-03-22,57.93,,57.93
2024-03-25,62.09,62.88,62.09
2024-03-26,63.25,,63.25
2024-03-27,60.56,,60.56
2024-03-28,59.86,,59.86
2024-04-01,,59.4,59.4
2024-04-02,57.07,,57.07
2024-04-04,56.37,,56.37
2024-04-05,57.17,,57.17
2024-04-08,58.41,66.01,58.41
2024-04-09,61.3,,61.3
2024-04-10,63.0,,63.0
2024-04-11,63.42,,63.42
2024-04-12,68.01,,68.01
2024-04-15,68.17,70.9,68.17
2024-04-16,70.61,,70.61
2024-04-18,67.15,,67.15
2024-04-19,67.77,,67.77
2024-04-22,65.1,66.76,65.1
2024-04-23,64.28,,64.28
2024-04-24,65.35,,65.35
2024-04-25,65.08,,65.08
2024-04-26,65.66,,65.66
2024-04-29,63.52,69.27,63.52
2024-04-30,65.26,,65.26
2024-05-02,68.1,,68.1
2024-05-03,71.18,,71.18
2024-05-06,70.3,72.21,70.3
2024-05-07,69.16,,69.16
2024-05-08,68.99,,68.99
2024-05-13,68.48,70.06,68.48
2024-05-14,67.67,,67.67
2024-05-15,69.35,,69.35
2024-05-16,68.26,,68.26
2024-05-17,69.46,,69.46
2024-05-20,71.24,75.62,71.24
2024-05-21,71.8,,71.8
2024-05-22,74.31,,74.31
2024-05-23,74.9,,74.9
2024-05-24,72.8,,72.8
2024-05-27,,74.85,74.85
2024-05-28,72.9,,72.9
2024-05-30,72.0,,72.0
2024-05-31,74.49,,74.49
2024-06-03,75.35,72.44,75.35
2024-06-04,71.5,,71.5
2024-06-05,70.3,,70.3
2024-06-06,71.0,,71.0
2024-06-07,69.9,,69.9
2024-06-10,67.82,70.23,67.82
2024-06-11,70.31,,70.31
2024-06-13,69.77,,69.77
2024-06-14,68.41,,68.41
2024-06-17,66.66,68.83,66.66
2024-06-18,66.97,,66.97
2024-06-19,67.75,,67.75
2024-06-20,68.61,,68.61
2024-06-21,67.36,,67.36
2024-06-24,66.06,67.27,66.06
2024-06-25,65.94,,65.94
2024-06-27,66.17,,66.17
2024-06-28,65.01,,65.01
2024-07-01,67.83,69.98,67.83
2024-07-02,66.71,,66.71
2024-07-03,68.84,,68.84
2024-07-04,68.71,,68.71
2024-07-05,68.68,,68.68
2024-07-08,70.0,68.61,70.0
2024-07-09,66.87,,66.87
2024-07-10,67.42,,67.42
2024-07-11,66.72,,66.72
2024-07-12,67.06,,67.06
2024-07-15,66.63,66.99,66.63
2024-07-16,66.16,,66.16
2024-07-17,66.66,,66.66
2024-07-18,64.96,,64.96
2024-07-19,64.73,,64.73
2024-07-22,64.37,66.71,64.37
2024-07-23,63.67,,63.67
2024-07-24,66.71,,66.71
2024-07-25,66.33,,66.33
2024-07-26,67.17,,67.17
2024-07-29,66.55,69.66,66.55
2024-07-30,67.85,,67.85
2024-07-31,68.07,,68.07
2024-08-01,69.76,,69.76
2024-08-02,67.02,,67.02
2024-08-05,68.65,70.09,68.65
2024-08-08,68.9,,68.9
2024-08-09,70.46,,70.46
2024-08-12,71.15,72.09,71.15
2024-08-13,70.82,,70.82
2024-08-14,70.59,,70.59
2024-08-15,69.85,,69.85
2024-08-16,71.0,,71.0
2024-08-19,71.5,72.21,71.5
2024-08-20,72.4,,72.4
2024-08-22,71.02,,71.02
2024-08-23,70.73,,70.73
2024-08-26,69.28,70.82,69.28
2024-08-27,70.17,,70.17
2024-08-28,70.39,,70.39
2024-08-29,69.5,,69.5
2024-08-30,70.07,,70.07
2024-09-02,69.3,67.66,69.3
2024-09-03,68.56,,68.56
2024-09-05,65.99,,65.99
2024-09-06,67.0,,67.0
2024-09-09,65.75,65.66,65.75
2024-09-10,65.83,,65.83
2024-09-11,64.75,,64.75
2024-09-12,65.1,,65.1
2024-09-13,64.89,,64.89
2024-09-16,64.94,63.49,64.94
2024-09-17,62.71,,62.71
2024-09-18,62.8,,62.8
2024-09-19,63.56,,63.56
2024-09-20,63.18,,63.18
2024-09-23,64.0,65.21,64.0
2024-09-24,63.91,,63.91
2024-09-25,63.55,,63.55
2024-09-26,63.88,,63.88
2024-09-27,65.45,,65.45
2024-09-30,65.69,63.32,65.69
2024-10-01,63.19,,63.19
2024-10-02,62.89,,62.89
2024-10-03,62.02,,62.02
2024-10-04,61.03,,61.03
2024-10-07,60.15,62.74,60.15
2024-10-08,59.85,,59.85
2024-10-09,61.18,,61.18
2024-10-10,63.3,,63.3
2024-10-11,63.71,,63.71
2024-10-14,65.0,63.87,65.0
2024-10-15,64.08,,64.08
2024-10-16,64.14,,64.14
2024-10-17,63.1,,63.1
2024-10-18,61.9,,61.9
2024-10-21,62.3,64.5,62.3
2024-10-22,61.22,,61.22
2024-10-23,63.75,,63.75
2024-10-24,64.6,,64.6
2024-10-25,66.32,,66.32
2024-10-28,64.38,65.52,64.38
2024-10-29,66.42,,66.42
2024-10-31,64.78,,64.78
2024-11-01,64.46,,64.46
2024-11-04,64.68,65.47,64.68
2024-11-05,65.06,,65.06
2024-11-06,62.94,,62.94
2024-11-07,65.35,,65.35
2024-11-08,66.2,,66.2
2024-11-11,67.6,67.54,67.6
2024-11-12,65.92,,65.92
2024-11-13,65.86,,65.86
2024-11-14,67.15,,67.15
2024-11-15,66.78,,66.78
2024-11-18,67.7,69.06,67.7
2024-11-19,69.05,,69.05
2024-11-20,68.02,,68.02
2024-11-21,68.79,,68.79
2024-11-22,69.71,,69.71
2024-11-25,69.32,68.72,69.32
2024-11-26,69.37,,69.37
2024-11-28,67.91,,67.91
2024-11-29,67.3,,67.3
2024-12-02,69.4,68.17,69.4
2024-12-03,68.12,,68.12
2024-12-04,67.42,,67.42
2024-12-05,67.62,,67.62
2024-12-06,67.25,,67.25
2024-12-09,67.7,66.74,67.7
2024-12-10,67.0,,67.0
2024-12-11,69.17,,69.17
2024-12-12,67.95,,67.95
2024-12-13,66.07,,66.07
2024-12-16,63.64,63.32,63.64
2024-12-30,,75.56,75.56
2025-01-06,,73.78,73.78
2025-01-07,71.02,,71.02
2025-01-08,71.5,,71.5
2025-01-09,70.01,,70.01
2025-01-10,70.63,,70.63
2025-01-13,74.4,77.89,74.4
2025-01-14,74.45,,74.45
2025-01-16,75.7,,75.7
2025-01-17,77.3,,77.3
2025-01-20,76.4,80.33,76.4
2025-01-21,77.3,,77.3
2025-01-22,76.71,,76.71
2025-01-23,79.06,,79.06
2025-01-24,78.43,,78.43
2025-01-27,77.7,81.83,77.7
2025-01-28,77.06,,77.06
2025-01-30,81.57,,81.57
2025-01-31,81.11,,81.11
2025-02-03,80.39,81.43,80.39
2025-02-04,79.06,,79.06
2025-02-05,77.87,,77.87
2025-02-06,79.75,,79.75
2025-02-07,80.71,,80.71
2025-02-10,81.27,80.72,81.27
2025-02-11,80.08,,80.08
2025-02-13,76.77,,76.77
2025-02-14,75.84,,75.84
2025-02-17,77.02,74.71,77.02
2025-02-18,74.53,,74.53
2025-02-19,72.9,,72.9
2025-02-20,71.21,,71.21
2025-02-21,73.01,,73.01
2025-02-24,70.8,72.04,70.8
2025-02-25,71.15,,71.15
2025-02-27,69.96,,69.96
2025-02-28,70.65,,70.65
2025-03-03,70.31,68.96,70.31
2025-03-04,68.1,,68.1
2025-03-05,67.99,,67.99
2025-03-06,66.58,,66.58
2025-03-07,67.77,,67.77
2025-03-10,68.18,69.69,68.18
2025-03-11,67.02,,67.02
2025-03-13,68.2,,68.2
2025-03-14,68.65,,68.65
2025-03-17,68.53,71.86,68.53
2025-03-18,68.66,,68.66
2025-03-19,71.35,,71.35
2025-03-20,71.54,,71.54
2025-03-21,71.56,,71.56
2025-03-24,69.85,70.03,69.85
2025-03-25,69.61,,69.61
2025-03-27,68.41,,68.41
2025-03-28,67.36,,67.36
2025-03-31,66.8,67.25,66.8
2025-04-01,66.71,,66.71
2025-04-02,68.62,,68.62
2025-04-03,65.75,,65.75
2025-04-04,63.8,,63.8
2025-04-07,59.76,62.56,59.76
2025-04-08,60.35,,60.35
2025-04-10,62.08,,62.08
2025-04-11,61.01,,61.01
2025-04-14,64.6,66.39,64.6
2025-04-15,66.21,,66.21
2025-04-16,65.98,,65.98
2025-04-17,65.06,,65.06
2025-04-21,,65.98,65.98
2025-04-22,63.3,,63.3
2025-04-24,63.93,,63.93
2025-04-25,65.89,,65.89
2025-04-28,64.2,66.5,64.2
2025-04-29,63.55,,63.55
2025-04-30,65.05,,65.05
2025-05-05,66.64,69.78,66.64
2025-05-06,67.88,,67.88
2025-05-08,70.3,,70.3
2025-05-09,70.2,,70.2
2025-05-12,71.01,72.61,71.01
2025-05-13,71.69,,71.69
2025-05-14,71.85,,71.85
2025-05-15,70.11,,70.11
2025-05-16,72.94,,72.94
2025-05-19,69.44,72.01,69.44
2025-05-20,70.69,,70.69
2025-05-22,71.84,,71.84
2025-05-23,71.11,,71.11
2025-05-26,,71.64,71.64
2025-05-27,71.51,,71.51
2025-05-28,70.54,,70.54
2025-06-02,70.58,72.47,70.58
2025-06-03,70.61,,70.61
2025-06-05,72.54,,72.54
2025-06-06,72.3,,72.3
2025-06-09,,74.52,74.52
2025-06-10,72.16,,72.16
2025-06-11,73.5,,73.5
2025-06-12,72.71,,72.71
2025-06-13,75.36,,75.36
2025-06-16,74.51,74.06,74.51
2025-06-17,74.05,,74.05
2025-06-19,73.48,,73.48
2025-06-20,71.97,,71.97
2025-06-23,72.0,71.86,72.0
2025-06-24,72.91,,72.91
2025-06-25,71.72,,71.72
2025-06-26,69.46,,69.46
2025-06-27,69.4,,69.4
2025-06-30,68.95,71.04,68.95
2025-07-01,69.01,,69.01
2025-07-03,70.52,,70.52
2025-07-04,70.85,,70.85
2025-07-07,70.34,70.66,70.34
2025-07-08,69.96,,69.96
2025-07-09,69.88,,69.88
2025-07-10,70.44,,70.44
2025-07-11,69.3,,69.3
2025-07-14,70.42,70.74,70.42
2025-07-15,69.76,,69.76
2025-07-17,70.05,,70.05
2025-07-18,69.68,,69.68
2025-07-21,69.53,70.1,69.53
2025-07-22,68.73,,68.73
2025-07-23,69.1,,69.1
2025-07-24,68.89,,68.89
2025-07-25,70.22,,70.22
2025-07-28,70.63,72.06,70.63
2025-07-29,70.53,,70.53
2025-07-31,72.0,,72.0
2025-08-01,71.14,,71.14
2025-08-04,69.52,71.68,69.52
2025-08-05,70.07,,70.07
2025-08-06,70.74,,70.74
2025-08-07,70.1,,70.1
2025-08-08,72.14,,72.14
2025-08-11,72.18,71.45,72.18
2025-08-12,71.3,,71.3
2025-08-14,70.54,,70.54
2025-08-15,70.13,,70.13
2025-08-18,70.21,71.88,70.21
2025-08-19,71.37,,71.37
2025-08-20,70.47,,70.47
2025-08-21,71.19,,71.19
2025-08-22,72.05,,72.05
2025-08-25,71.36,72.38,71.36
2025-08-26,71.31,,71.31
2025-08-28,71.18,,71.18
2025-08-29,71.3,,71.3
2025-09-01,73.14,74.8,73.14
2025-09-02,73.5,,73.5
2025-09-03,73.27,,73.27
2025-09-04,74.38,,74.38
2025-09-05,75.44,,75.44
2025-09-08,75.21,76.5,75.21
2025-09-09,76.4,,76.4
2025-09-11,76.07,,76.07
2025-09-12,75.02,,75.02
2025-09-15,75.02,77.33,75.02
2025-09-16,76.17,,76.17
2025-09-17,77.53,,77.53
2025-09-18,77.22,,77.22
2025-09-19,76.57,,76.57
2025-09-22,76.8,76.15,76.8
2025-09-23,75.6,,75.6
2025-09-25,75.56,,75.56
2025-09-26,75.17,,75.17
2025-09-29,75.2,77.09,75.2
2025-09-30,75.95,,75.95
2025-10-01,74.3,,74.3
2025-10-02,76.05,,76.05
2025-10-06,79.19,79.0,79.19
2025-10-07,78.3,,78.3
2025-10-08,77.39,,77.39
2025-10-09,77.95,,77.95
2025-10-10,79.22,,79.22
2025-10-13,78.66,78.38,78.66
2025-10-14,76.91,,76.91
2025-10-15,76.58,,76.58
2025-10-16,77.82,,77.82
2025-10-17,77.99,,77.99
2025-10-20,78.75,78.92,78.75
2025-10-21,78.94,,78.94
2025-10-23,78.54,,78.54
2025-10-24,78.47,,78.47
2025-10-27,77.56,78.42,77.56
2025-10-28,77.85,,77.85
2025-10-29,78.55,,78.55
2025-10-30,78.71,,78.71
2025-10-31,78.66,,78.66
2025-11-03,79.3,80.93,79.3
2025-11-04,81.26,,81.26
2025-11-06,80.07,,80.07
2025-11-07,79.76,,79.76
2025-11-10,79.97,80.96,79.97
2025-11-11,79.91,,79.91
2025-11-12,81.51,,81.51
2025-11-13,81.31,,81.31
2025-11-14,80.85,,80.85
2025-11-17,80.25,80.71,80.25
2025-11-18,80.41,,80.41
2025-11-20,81.16,,81.16
2025-11-21,80.47,,80.47
2025-11-24,80.0,81.93,80.0
2025-11-25,81.19,,81.19
2025-11-26,81.51,,81.51
2025-11-27,81.07,,81.07
2025-11-28,82.6,,82.6
2025-12-01,83.01,82.13,83.01
2025-12-02,82.19,,82.19
2025-12-04,81.39,,81.39
2025-12-05,82.25,,82.25
2025-12-08,82.17,82.99,82.17
2025-12-09,82.22,,82.22
2025-12-10,82.18,,82.18
2025-12-11,83.77,,83.77
2025-12-12,83.65,,83.65
2025-12-15,84.6,85.0,84.6
2026-01-07,86.27,,86.27
2026-01-08,85.47,,85.47
2026-01-09,87.0,,87.0
2026-01-12,87.87,,87.87
2026-01-13,88.71,,88.71
2026-01-15,91.32,,91.32
2026-01-16,91.34,,91.34
2026-01-19,87.34,,87.34
2026-01-20,84.58,,84.58
2026-01-21,83.55,,83.55
2026-01-22,86.55,,86.55
2026-01-23,87.51,,87.51
2026-01-26,86.4,,86.4
2026-01-27,85.93,,85.93
2026-01-29,82.58,,82.58
2026-01-30,81.68,,81.68
2026-02-02,80.57,,80.57
2026-02-03,81.7,,81.7
2026-02-04,80.8,,80.8
2026-02-05,80.55,,80.55
2026-02-06,77.23,,77.23
2026-02-09,78.53,,78.53
2026-02-10,79.2,,79.2
2026-02-12,70.89,,70.89
2026-02-13,71.5,,71.5
2026-02-16,69.8,,69.8
2026-02-17,67.82,,67.82
2026-02-18,69.22,,69.22
2026-02-19,70.51,,70.51
2026-02-20,70.87,,70.87
2026-02-23,70.4,,70.4
2026-02-24,69.7,,69.7
2026-02-26,68.37,,68.37
2026-02-27,70.26,,70.26
2026-03-02,68.42,,68.42
2026-03-03,68.77,,68.77
2026-03-04,70.75,,70.75
2026-03-05,68.99,,68.99
2026-03-06,69.66,,69.66
2026-03-09,68.53,,68.53
2026-03-10,71.1,,71.1
2026-03-12,70.58,,70.58
2026-03-13,67.07,,67.07
2026-03-16,68.41,,68.41
2026-03-17,64.52,,64.52
2026-03-18,65.16,,65.16
2026-03-19,62.19,,62.19
2026-03-20,66.69,,66.69
2026-03-23,64.7,,64.7
2026-03-24,67.06,,67.06
2026-03-26,69.12,,69.12
2026-03-27,70.55,,70.55
2026-03-30,70.0,,70.0
2026-03-31,71.13,,71.13
2026-04-01,71.56,,71.56
2026-04-02,71.71,,71.71
2026-04-07,70.6,,70.6
2026-04-09,70.67,,70.67
2026-04-10,72.0,,72.0
2026-04-13,70.62,,70.62
2026-04-14,72.1,,72.1
2026-04-15,73.57,,73.57
2026-04-16,72.4,,72.4
2026-04-17,75.9,,75.9
2026-04-20,74.84,,74.84
2026-04-21,73.9,,73.9
2026-04-23,73.63,,73.63
2026-04-24,74.03,,74.03
2026-04-27,73.2,,73.2
2026-04-28,74.14,,74.14
2026-04-29,73.96,,73.96
2026-04-30,71.8,,71.8
2026-05-04,72.65,,72.65
2026-05-05,72.63,,72.63
2026-05-07,74.72,,74.72
2026-05-08,74.16,,74.16
2026-05-11,73.82,,73.82
2026-05-12,75.0,,75.0
2026-05-13,73.31,,73.31
2026-05-18,74.75,,74.75
2026-05-19,74.26,,74.26
2026-05-21,73.85,,73.85
2026-05-22,74.4,,74.4
2026-05-26,75.7,,75.7
2026-05-27,77.96,,77.96
2026-05-28,77.67,,77.67
2026-05-29,79.37,,79.37
2026-06-01,78.2,,78.2
2026-06-02,77.15,,77.15
2026-06-04,76.96,,76.96
2026-06-05,76.3,,76.3
2026-06-08,75.08,,75.08
2026-06-09,75.11,,75.11
2026-06-10,74.97,,74.97
2026-06-11,75.62,,75.62
2026-06-12,76.82,,76.82
2026-06-15,77.01,,77.01
2026-06-16,78.61,,78.61
2026-06-18,78.57,,78.57
2026-06-19,79.12,,79.12
2026-06-22,79.04,,79.04
2026-06-23,80.1,,80.1
2026-06-24,80.43,,80.43
2026-06-25,80.38,,80.38
2026-06-26,79.72,,79.72
2026-06-29,79.01,,79.01
2026-06-30,78.13,,78.13
